clsprty,stfeco,gndr,agea,edulvlb,
1,0,2,73,313,
2,8,1,71,222,
2,7,2,49,720,
1,6,1,53,620,
1,5,1,45,313,
1,8,2,74,423,
2,6,1,75,313,
2,4,1,60,213,
2,5,2,50,520,
2,7,2,59,720,
1,6,1,75,620,
2,7,1,63,313,
1,7,2,47,720,
1,6,2,41,620,
1,4,2,45,620,
2,5,2,58,620,
1,2,2,53,313,
2,6,1,59,520,
2,0,2,41,422,
2,7,1,73,520,
2,4,1,21,213,
2,3,2,65,113,
2,5,2,81,213,
2,8,1,58,313,
1,5,2,56,620,
2,6,1,999,800,
2,9,2,31,800,
1,7,1,85,113,
1,10,1,59,313,
2,3,1,62,113,
1,5,2,78,113,
1,6,2,58,313,
1,5,1,78,113,
1,7,1,68,229,
8,88,2,27,229,
1,4,1,60,113,
1,3,2,57,213,
2,4,2,44,313,
2,7,1,49,620,
2,8,2,66,0,
2,7,2,63,620,
2,6,1,68,213,
2,2,2,39,313,
1,5,1,85,113,
1,5,1,32,229,
2,4,2,48,422,
1,7,2,32,520,
2,6,1,76,113,
2,5,1,60,321,
2,3,1,59,620,
2,3,1,44,313,
1,9,1,30,520,
2,7,1,42,321,
1,7,1,33,520,
2,9,2,72,113,
1,6,2,51,720,
2,6,2,61,213,
1,6,2,53,422,
1,8,1,46,313,
1,3,2,58,520,
1,0,2,50,422,
1,5,2,43,620,
1,3,1,66,520,
2,5,2,22,422,
1,7,2,20,313,
2,7,2,69,113,
1,5,1,50,720,
1,8,1,49,520,
1,8,1,66,620,
1,6,1,65,313,
2,7,1,34,313,
2,8,1,42,720,
1,6,1,62,213,
2,8,1,66,113,
2,7,1,27,620,
2,8,1,33,313,
2,6,2,59,620,
1,3,2,68,222,
1,0,1,33,313,
8,8,2,41,5555,
2,8,2,39,620,
2,3,2,27,520,
2,6,2,27,720,
2,4,2,38,720,
1,8,1,60,213,
1,5,1,80,113,
2,4,2,69,113,
2,4,1,20,313,
2,5,2,52,313,
1,2,1,30,720,
2,8,1,63,313,
1,0,1,53,113,
2,4,1,17,213,
2,6,2,18,5555,
2,6,2,28,8888,
2,6,2,64,520,
2,8,1,42,620,
2,2,1,31,313,
1,3,1,79,113,
2,8,2,47,720,
2,88,1,23,520,
1,7,1,69,113,
1,6,1,63,421,
2,6,2,48,720,
2,8,1,80,113,
2,5,1,64,113,
1,7,2,48,720,
1,7,2,79,113,
2,4,2,66,423,
2,4,1,33,720,
2,7,2,58,520,
1,8,2,57,213,
1,7,1,36,720,
2,0,1,54,620,
2,7,1,22,422,
1,1,1,69,213,
1,9,1,41,313,
1,1,2,31,620,
2,3,2,54,520,
2,2,1,27,213,
2,6,1,72,423,
2,8,2,65,620,
2,0,1,65,421,
2,6,2,999,113,
1,6,1,73,113,
2,6,2,70,113,
1,9,1,79,113,
2,2,1,62,213,
1,6,2,40,520,
1,6,2,55,520,
2,6,1,22,421,
1,7,2,39,421,
1,7,1,30,520,
1,3,1,55,720,
1,9,1,72,321,
1,4,2,75,313,
2,4,1,38,620,
2,2,1,65,0,
2,7,1,70,620,
2,6,2,48,800,
1,4,2,54,313,
1,8,1,68,229,
1,8,1,80,113,
1,7,1,48,720,
2,7,1,56,321,
2,8,1,49,229,
2,5,1,51,229,
2,1,2,58,113,
1,2,2,46,520,
1,7,1,78,720,
2,5,2,35,313,
2,5,2,45,520,
2,5,2,31,520,
2,4,1,57,313,
2,9,1,30,422,
2,8,1,52,313,
1,6,2,64,313,
2,6,2,49,520,
1,6,1,61,520,
1,5,1,64,313,
1,4,2,77,423,
2,6,2,25,423,
2,6,1,38,313,
2,7,2,55,620,
2,6,2,21,213,
1,8,1,999,620,
2,4,1,37,720,
2,0,2,40,520,
2,5,2,21,520,
2,6,1,68,213,
2,4,2,27,213,
1,8,2,52,313,
2,3,2,63,313,
1,4,1,47,720,
1,2,1,53,422,
2,3,2,74,620,
1,8,2,77,0,
2,5,1,55,313,
1,3,2,65,720,
1,7,2,41,520,
2,6,2,35,520,
2,4,1,58,213,
2,5,1,58,213,
2,5,2,33,321,
1,9,2,43,321,
1,7,1,44,720,
1,8,2,48,520,
2,3,2,40,422,
2,3,2,64,113,
1,1,1,57,620,
1,7,1,72,720,
1,5,1,51,620,
2,8,1,21,313,
2,7,2,64,213,
2,8,1,40,720,
2,7,1,41,520,
1,7,1,73,113,
2,3,2,62,213,
2,9,1,76,222,
1,7,1,64,520,
2,8,2,66,222,
1,2,2,80,313,
2,6,2,41,520,
2,7,1,49,620,
1,6,1,43,520,
1,7,1,72,113,
2,6,2,999,720,
2,6,1,50,620,
2,8,2,59,520,
2,2,1,72,213,
1,10,1,64,421,
2,6,1,63,720,
1,5,1,80,0,
2,6,1,21,321,
1,7,2,69,720,
2,9,2,31,313,
1,5,1,27,423,
2,5,1,54,213,
2,8,1,68,113,
1,8,1,64,620,
2,5,1,56,421,
2,5,2,36,423,
2,5,2,81,620,
2,6,2,53,229,
2,6,1,19,313,
2,8,1,86,720,
1,7,1,57,620,
2,7,1,86,520,
1,4,2,41,720,
1,6,1,24,620,
1,4,2,21,423,
1,0,2,52,313,
2,6,2,62,113,
2,5,2,27,620,
2,7,2,47,321,
2,9,1,46,520,
1,3,2,36,113,
1,6,2,21,313,
2,8,2,54,520,
2,7,2,34,520,
2,8,1,36,520,
2,7,1,61,213,
1,4,1,21,313,
1,5,2,79,213,
1,7,2,59,620,
2,0,1,79,113,
2,5,2,48,422,
2,6,2,31,720,
1,7,1,58,520,
1,7,1,57,113,
1,8,1,82,0,
2,5,2,43,313,
1,4,1,86,113,
2,4,2,63,213,
2,88,1,32,422,
2,7,2,63,423,
2,2,2,41,720,
1,8,2,28,720,
2,5,2,61,313,
2,4,1,73,213,
2,6,2,23,213,
2,4,1,38,421,
2,3,2,39,620,
2,4,2,28,620,
1,8,1,52,520,
1,5,2,71,313,
2,7,1,63,520,
1,6,1,56,313,
1,1,1,21,313,
2,5,1,35,313,
2,7,2,22,620,
1,4,1,53,213,
1,4,2,38,620,
1,4,1,49,229,
1,5,2,68,313,
2,5,1,52,520,
2,0,2,53,313,
2,4,1,49,620,
1,7,2,63,321,
2,7,1,47,720,
2,7,1,50,620,
2,4,2,26,620,
2,5,2,24,321,
2,5,2,50,520,
2,8,1,79,421,
2,9,1,79,113,
2,6,1,33,720,
2,3,2,22,313,
8,5,2,42,720,
2,7,2,39,720,
1,6,2,48,520,
1,7,1,80,113,
1,2,2,67,620,
1,7,1,72,720,
2,6,2,58,213,
1,5,1,66,229,
2,6,2,999,620,
2,1,2,53,422,
1,4,2,66,313,
1,7,1,83,113,
2,7,1,71,520,
1,7,2,73,520,
2,8,2,54,620,
1,9,1,52,421,
2,5,1,47,213,
1,7,1,47,213,
1,8,1,51,423,
2,2,1,51,423,
2,7,1,70,222,
1,8,1,53,421,
2,6,2,57,520,
1,6,1,46,720,
1,1,2,69,113,
1,3,2,49,620,
1,8,1,57,213,
1,5,2,61,229,
2,6,1,36,313,
2,6,2,39,421,
1,6,1,38,800,
2,3,2,32,620,
2,8,1,41,313,
2,4,1,76,213,
1,5,1,73,113,
1,8,2,68,313,
1,2,1,38,520,
2,6,1,39,720,
2,2,2,53,213,
2,3,2,71,422,
1,5,2,78,520,
2,5,2,31,213,
2,8,2,23,520,
1,7,2,40,213,
1,7,1,86,113,
2,5,1,21,313,
2,8,1,73,520,
2,5,2,49,620,
2,6,1,999,421,
1,2,2,72,313,
1,5,2,72,222,
2,6,1,34,321,
1,8,2,77,213,
2,3,2,53,520,
2,5,2,41,720,
1,8,2,52,520,
2,2,2,54,520,
2,5,1,82,222,
2,8,1,34,520,
1,3,1,71,800,
1,6,2,37,720,
2,6,2,43,421,
1,8,1,68,520,
2,3,2,45,423,
1,8,1,58,213,
2,3,2,66,113,
2,6,2,55,423,
2,7,2,46,313,
2,3,2,40,520,
2,8,1,18,213,
2,5,2,53,421,
2,8,1,46,800,
1,8,2,89,222,
2,5,2,25,422,
2,7,2,38,620,
2,1,1,56,213,
2,4,1,35,222,
1,8,1,39,321,
1,4,1,26,213,
2,7,1,39,620,
1,7,1,51,620,
2,7,2,24,321,
8,88,2,53,422,
2,1,2,48,423,
1,8,2,69,229,
1,7,1,71,229,
2,6,1,66,620,
1,5,2,41,720,
2,8,2,51,620,
2,8,2,86,113,
1,8,2,63,720,
1,8,1,67,113,
1,8,1,45,720,
2,4,1,58,421,
2,5,2,59,213,
1,3,2,37,720,
1,2,1,38,520,
1,5,2,66,620,
2,6,1,999,313,
1,9,1,64,520,
1,7,1,35,720,
1,7,1,64,421,
1,5,1,82,113,
2,3,1,37,620,
2,7,1,78,113,
1,3,1,41,421,
1,7,1,76,213,
2,7,2,999,620,
7,8,1,83,321,
2,4,2,73,313,
2,6,1,31,720,
2,5,2,28,422,
1,3,2,89,423,
1,5,1,84,520,
2,7,1,74,720,
2,6,2,33,520,
1,5,2,73,213,
2,6,1,81,620,
1,8,1,44,620,
1,9,2,73,321,
2,6,2,34,313,
1,7,1,90,800,
1,7,2,63,520,
2,9,1,85,313,
1,8,1,79,113,
1,8,1,44,720,
2,8,2,40,620,
2,1,2,49,520,
1,7,1,72,313,
1,7,1,61,321,
2,7,1,71,321,
2,8,1,49,620,
2,5,2,84,321,
2,5,2,36,720,
1,7,1,999,213,
1,4,2,76,113,
2,5,1,70,720,
1,7,1,52,620,
1,4,2,49,620,
1,6,2,69,321,
1,4,2,67,213,
2,7,1,35,720,
2,7,1,64,213,
1,7,2,63,620,
2,5,2,63,520,
2,3,2,38,620,
2,3,2,50,620,
2,6,1,34,800,
1,7,1,77,213,
2,8,2,20,423,
1,4,2,52,113,
1,7,1,64,113,
2,5,2,79,113,
2,4,2,50,520,
2,6,1,36,520,
1,7,2,54,520,
2,10,2,66,313,
2,7,2,26,620,
2,5,2,999,620,
2,4,2,49,213,
2,5,1,36,620,
2,8,2,60,313,
2,1,2,71,113,
1,3,2,38,520,
1,5,1,39,720,
2,7,1,51,422,
1,6,1,65,113,
2,5,1,28,520,
1,7,2,49,520,
1,8,2,72,313,
2,3,1,41,313,
2,5,1,41,313,
2,3,1,45,720,
1,7,2,60,520,
2,8,2,35,520,
2,8,2,37,720,
1,5,1,79,113,
1,3,2,66,321,
1,10,1,41,620,
2,4,1,35,422,
2,5,1,16,113,
1,7,2,43,313,
2,5,2,79,113,
2,7,1,76,321,
1,6,1,78,313,
2,6,2,48,520,
2,5,2,61,520,
2,4,2,38,520,
2,8,1,23,313,
2,8,1,42,113,
1,8,1,34,720,
1,2,2,50,422,
2,0,1,43,520,
2,4,2,61,520,
2,0,2,39,229,
1,5,2,57,423,
2,0,1,58,520,
2,0,2,56,421,
2,5,2,21,313,
1,7,1,999,520,
2,3,2,72,113,
2,4,1,51,222,
1,4,2,32,620,
2,7,1,42,720,
2,7,1,54,421,
1,3,2,47,620,
2,6,1,23,520,
1,6,1,69,720,
2,8,1,64,421,
2,6,2,44,520,
1,8,2,44,313,
2,0,1,27,313,
2,6,1,66,620,
2,7,2,33,620,
7,5,1,68,620,
2,2,2,54,313,
1,0,1,43,423,
2,5,2,51,520,
1,8,1,32,422,
1,5,1,68,213,
2,5,1,74,0,
1,7,1,82,620,
2,6,2,38,620,
2,0,2,63,229,
1,4,2,57,422,
1,5,2,46,620,
1,2,2,83,213,
1,0,2,64,0,
1,2,1,72,520,
2,5,1,53,421,
2,2,2,62,113,
2,6,2,22,620,
2,5,2,68,229,
2,3,1,64,213,
2,3,2,43,213,
1,3,2,46,520,
2,7,1,42,720,
2,3,1,31,620,
2,3,2,62,620,
2,3,1,75,113,
2,4,1,66,520,
2,6,2,17,213,
2,2,1,55,520,
1,5,1,60,213,
1,4,1,44,421,
1,8,1,69,620,
2,0,1,62,520,
2,4,2,44,321,
1,8,1,999,620,
1,4,1,55,213,
2,6,1,56,422,
2,8,2,47,313,
1,3,2,44,520,
2,5,2,22,422,
2,7,1,88,620,
1,7,2,45,422,
2,7,2,51,520,
1,8,2,20,321,
1,7,1,68,620,
2,4,2,41,520,
1,10,1,67,213,
1,4,1,65,422,
2,2,2,53,620,
2,3,1,65,113,
2,7,1,30,229,
2,0,2,23,422,
2,5,2,52,213,
2,1,2,50,720,
2,7,2,57,720,
2,88,2,73,213,
2,6,1,999,113,
2,4,2,31,313,
8,8,2,73,5555,
2,8,2,52,313,
2,8,1,42,620,
2,5,2,23,620,
2,7,2,20,423,
2,6,2,20,313,
1,6,2,27,620,
1,4,2,66,213,
2,6,2,35,720,
1,8,2,50,520,
2,6,1,35,720,
1,6,1,58,422,
2,0,2,55,520,
7,8,2,50,520,
2,7,2,46,423,
1,4,2,70,213,
2,4,2,30,520,
2,6,2,19,213,
1,8,2,64,313,
1,6,1,60,620,
2,5,1,15,213,
2,7,2,48,423,
2,2,2,58,313,
2,2,2,73,113,
1,6,2,26,620,
2,2,1,67,113,
2,3,2,72,321,
1,7,1,28,620,
1,5,2,81,222,
2,7,2,77,520,
2,7,1,50,313,
1,5,1,40,720,
2,6,2,63,213,
1,4,2,67,113,
2,6,1,68,313,
2,2,2,43,423,
1,8,1,77,213,
1,8,1,36,213,
2,5,1,55,229,
1,5,2,54,313,
1,7,1,82,113,
1,8,2,69,620,
2,3,2,68,213,
2,6,2,68,213,
2,6,1,81,113,
1,6,2,85,113,
1,3,2,76,213,
2,7,2,23,313,
2,5,1,54,421,
2,8,1,31,720,
2,3,1,66,720,
1,7,1,30,620,
2,8,2,32,423,
1,6,2,61,620,
2,7,2,40,313,
2,3,2,80,113,
2,1,1,62,422,
1,8,1,76,0,
2,3,1,67,113,
2,7,2,999,0,
2,7,2,55,520,
2,5,2,80,313,
2,5,2,42,313,
2,6,2,37,520,
2,7,2,62,720,
2,5,2,27,520,
1,2,1,66,421,
1,7,1,64,113,
1,7,2,40,313,
1,5,2,72,213,
1,6,1,46,620,
2,6,1,27,520,
2,5,1,39,113,
2,6,1,28,720,
1,5,2,62,321,
1,4,1,63,720,
2,4,2,49,313,
2,2,1,83,113,
1,6,2,37,313,
2,7,1,36,620,
1,4,2,59,620,
2,6,1,50,421,
2,3,2,48,620,
1,6,1,35,620,
2,3,1,65,213,
1,6,1,77,113,
2,7,1,48,520,
2,7,2,28,313,
2,6,1,78,0,
1,6,2,45,222,
2,8,2,19,800,
1,5,2,61,222,
2,7,1,63,520,
1,8,2,29,620,
1,8,1,63,213,
1,5,2,71,113,
2,10,2,38,229,
2,88,1,16,213,
1,4,1,51,520,
2,5,2,26,620,
1,5,2,75,720,
2,6,2,34,720,
2,4,1,22,313,
2,2,2,67,313,
1,3,1,40,421,
1,8,2,66,213,
1,5,1,47,422,
1,3,1,74,0,
1,7,1,48,720,
2,2,2,55,520,
2,3,1,17,213,
2,6,2,67,313,
2,6,2,73,222,
1,3,2,46,520,
2,7,2,40,800,
1,7,1,76,0,
1,1,1,79,620,
1,8,1,72,213,
2,3,2,72,321,
8,7,1,24,620,
1,7,1,59,423,
2,8,1,59,520,
2,0,2,49,422,
2,6,2,49,620,
1,0,1,79,113,
1,7,1,38,620,
7,6,2,66,113,
2,10,2,999,720,
1,8,2,68,313,
1,5,1,24,313,
2,5,1,23,720,
2,1,1,22,213,
2,5,1,58,229,
2,2,2,72,113,
1,6,1,72,313,
2,0,1,51,321,
2,7,1,999,620,
2,6,2,45,620,
2,6,1,55,800,
1,6,2,45,520,
2,7,2,57,313,
2,7,1,39,620,
2,5,2,54,620,
2,7,2,18,213,
1,8,1,69,113,
2,5,2,64,213,
2,4,2,73,113,
1,6,1,22,520,
2,7,1,31,520,
7,6,2,999,720,
2,2,2,38,313,
1,8,2,68,620,
1,6,1,71,520,
1,4,1,66,313,
2,2,2,58,620,
2,5,1,26,720,
1,7,1,55,213,
2,4,1,69,113,
2,1,1,52,422,
1,1,2,26,520,
2,1,2,55,213,
1,2,2,52,313,
2,4,2,33,113,
2,7,1,54,213,
2,3,2,39,422,
1,8,1,48,800,
1,7,2,999,321,
2,7,2,27,620,
2,7,2,36,423,
2,4,2,35,422,
1,5,2,67,213,
2,10,2,41,520,
2,6,1,36,620,
1,8,1,77,113,
2,5,1,61,720,
2,6,2,999,313,
1,7,2,39,213,
1,2,2,43,321,
2,3,2,38,520,
2,1,1,32,520,
1,4,1,40,213,
2,6,2,47,229,
1,10,1,65,321,
2,5,2,36,520,
1,3,2,33,520,
1,4,1,42,422,
2,6,2,66,720,
2,5,2,43,321,
2,8,2,66,321,
2,6,2,79,620,
2,8,1,70,313,
1,6,2,64,213,
2,10,1,71,620,
1,6,2,55,720,
1,7,2,67,0,
1,7,2,63,313,
2,1,1,60,421,
1,7,1,52,113,
2,7,2,85,520,
2,8,1,18,313,
1,5,1,999,213,
2,6,2,39,520,
2,3,2,74,222,
2,8,2,73,113,
2,3,1,82,113,
2,4,1,28,720,
1,10,1,82,113,
2,0,2,28,313,
1,5,1,29,520,
1,4,2,21,620,
1,5,2,70,313,
1,3,2,77,113,
2,6,1,56,620,
1,7,2,35,720,
2,6,1,29,720,
1,8,1,64,620,
1,4,1,45,520,
2,7,2,18,800,
1,2,1,25,520,
1,4,1,27,422,
1,3,2,33,620,
1,8,1,71,213,
2,0,2,64,222,
1,4,2,62,620,
2,5,2,78,213,
2,6,2,59,313,
1,6,2,37,313,
2,7,2,33,213,
2,4,2,38,620,
1,1,2,53,213,
1,8,2,87,113,
1,6,1,50,423,
2,5,2,81,113,
2,8,2,61,213,
2,7,2,36,620,
1,3,2,41,720,
1,3,1,80,0,
2,4,1,73,720,
1,1,1,62,422,
2,4,2,75,213,
1,5,1,46,620,
2,3,1,22,520,
2,0,1,39,213,
2,0,2,60,113,
2,7,2,31,321,
2,7,1,24,520,
2,1,1,54,213,
1,6,1,53,421,
2,5,2,43,422,
2,4,2,47,720,
2,8,1,49,720,
2,6,1,46,620,
2,7,1,59,113,
2,7,2,67,422,
7,8,1,999,720,
2,8,1,55,113,
2,9,1,52,720,
1,6,1,74,720,
2,6,1,27,423,
1,7,2,66,113,
1,0,2,70,213,
1,7,2,39,800,
2,8,2,30,5555,
1,8,2,46,620,
1,8,1,89,321,
2,6,2,32,321,
1,6,2,73,620,
2,6,1,24,313,
2,4,1,72,0,
1,6,1,76,113,
2,8,2,58,620,
1,8,1,56,620,
1,7,2,39,720,
2,6,1,32,720,
1,5,1,83,520,
2,5,2,58,422,
8,4,2,46,113,
2,3,1,52,213,
1,8,2,75,313,
2,3,1,44,313,
2,5,2,62,113,
2,6,2,70,213,
2,4,2,63,720,
2,6,1,49,423,
1,7,2,78,213,
2,7,1,23,313,
1,4,2,59,423,
2,6,2,43,720,
2,1,2,67,313,
2,4,1,33,520,
2,5,1,25,313,
1,6,2,67,213,
2,5,2,68,422,
2,5,2,52,620,
2,0,1,57,620,
2,6,2,72,113,
2,4,2,38,620,
1,9,2,69,620,
1,2,2,30,720,
2,5,2,20,313,
2,9,2,38,520,
2,9,2,71,800,
2,3,2,31,313,
2,5,2,59,113,
1,8,1,65,720,
2,0,1,46,520,
1,5,1,71,313,
2,1,1,64,213,
1,6,2,84,113,
2,5,2,66,213,
2,6,1,36,423,
2,6,1,76,620,
2,1,2,25,620,
1,5,2,56,423,
2,6,2,68,313,
2,6,1,50,313,
2,10,1,38,313,
2,8,2,69,113,
1,0,2,37,520,
1,4,2,73,313,
2,3,1,80,0,
2,7,2,62,313,
2,7,1,55,421,
2,2,2,66,313,
2,6,2,41,321,
1,7,1,61,520,
1,5,1,75,113,
2,5,1,80,113,
2,0,2,73,313,
1,8,1,76,520,
2,77,2,24,423,
2,5,2,68,720,
1,4,2,59,620,
2,6,2,61,313,
2,7,2,62,313,
1,6,1,61,213,
2,3,2,51,213,
2,7,2,34,520,
1,1,2,33,313,
2,7,2,999,720,
2,3,2,52,313,
1,7,1,81,113,
2,5,2,61,313,
2,5,2,62,313,
2,4,2,36,422,
7,5,1,71,321,
2,7,1,42,313,
2,6,2,39,423,
2,5,1,59,321,
2,9,2,36,720,
1,6,1,59,620,
1,7,2,35,620,
1,8,2,58,313,
1,7,2,47,321,
2,8,2,51,620,
2,8,2,30,313,
2,7,1,24,313,
1,6,2,57,620,
2,6,2,30,213,
2,3,2,67,321,
1,7,1,77,113,
2,8,2,75,113,
2,4,2,28,313,
2,0,1,34,321,
1,4,1,80,113,
2,10,1,68,620,
1,7,1,49,620,
2,5,1,42,321,
2,8,2,38,720,
1,7,1,62,620,
2,4,2,62,620,
1,6,2,48,520,
1,4,2,47,313,
1,5,2,49,313,
2,88,1,33,620,
1,6,1,73,213,
2,8,1,44,213,
1,8,2,39,113,
2,3,2,59,313,
1,7,2,62,313,
1,3,2,54,222,
2,5,2,999,620,
1,7,1,75,620,
1,8,1,66,620,
2,6,2,36,520,
2,0,1,51,213,
8,5,2,50,313,
2,6,2,42,213,
2,3,1,78,113,
1,6,1,67,0,
2,3,2,48,422,
2,3,1,52,313,
2,6,1,33,520,
2,4,1,60,213,
1,4,1,27,720,
2,6,2,23,422,
1,3,1,78,0,
2,9,1,77,421,
1,5,1,45,313,
2,2,2,32,720,
2,3,1,68,213,
2,8,1,51,620,
1,6,1,70,113,
1,6,1,68,720,
2,4,2,66,423,
1,6,1,51,423,
2,7,2,54,520,
1,7,2,65,213,
2,6,2,76,213,
2,0,2,34,321,
2,8,2,76,113,
2,5,1,71,313,
2,5,1,51,520,
2,6,2,71,213,
2,7,2,64,720,
2,0,1,35,321,
2,8,1,30,620,
1,8,1,66,222,
2,8,2,40,720,
2,5,2,71,313,
1,5,1,81,229,
2,6,2,60,520,
2,5,1,62,213,
2,88,1,22,5555,
2,2,2,49,313,
1,3,2,62,313,
2,7,2,22,620,
2,1,2,68,520,
8,9,1,35,720,
2,7,2,87,213,
2,2,2,55,113,
2,6,1,49,229,
1,9,2,72,313,
1,8,2,85,213,
1,6,2,53,720,
1,6,1,71,520,
1,6,2,64,313,
2,3,2,46,720,
2,5,1,83,313,
2,5,1,42,720,
2,4,2,20,313,
2,6,1,59,229,
2,9,2,66,213,
1,6,1,85,113,
2,3,2,78,113,
2,1,2,34,422,
1,1,2,71,520,
1,9,2,80,113,
2,3,2,45,720,
2,8,1,49,423,
2,8,1,41,720,
2,6,1,68,313,
1,8,1,72,520,
2,6,1,73,229,
2,1,2,56,421,
1,9,1,86,113,
1,4,2,66,213,
2,7,1,35,720,
2,6,1,76,313,
2,7,1,32,720,
2,6,2,17,213,
2,6,2,56,113,
2,5,2,20,313,
2,7,1,88,620,
2,77,1,67,0,
1,3,2,55,620,
2,8,1,69,0,
2,6,1,30,620,
2,8,2,23,422,
2,5,1,56,620,
2,4,2,47,520,
1,7,2,54,313,
2,4,2,56,313,
1,1,2,87,213,
1,7,2,67,213,
1,6,2,69,720,
2,1,2,38,313,
1,9,1,71,113,
2,6,1,39,720,
1,7,1,59,213,
1,4,1,65,620,
1,7,2,999,620,
2,5,2,36,422,
2,6,1,48,520,
2,4,2,67,620,
1,8,2,47,720,
2,0,1,28,422,
2,2,2,31,313,
2,5,2,54,213,
2,8,1,49,213,
2,9,2,87,113,
1,2,2,41,213,
2,9,2,47,321,
1,4,2,46,422,
7,6,1,27,720,
2,8,2,63,313,
2,7,2,49,620,
2,6,1,73,720,
1,7,2,39,422,
2,5,2,34,213,
2,3,1,55,113,
1,2,2,57,313,
2,3,2,76,0,
2,6,2,16,213,
2,7,1,51,520,
2,3,1,61,213,
2,8,2,56,313,
2,7,1,72,222,
1,7,2,64,213,
2,3,2,39,422,
1,3,1,47,520,
2,6,2,35,620,
1,7,1,79,620,
2,7,2,40,520,
1,8,2,63,520,
1,7,2,71,313,
2,0,1,23,213,
2,5,2,77,213,
2,5,1,59,520,
1,5,1,40,421,
1,7,1,77,520,
1,5,1,66,313,
2,7,1,19,313,
1,3,2,84,213,
1,7,2,20,313,
2,8,1,19,321,
1,5,2,49,229,
2,6,2,38,423,
1,1,2,66,113,
2,7,2,50,422,
1,1,1,61,213,
1,8,2,41,520,
1,5,1,60,213,
1,4,1,35,720,
1,5,1,66,113,
2,6,1,40,423,
2,4,2,57,620,
2,5,2,55,313,
1,3,2,72,313,
1,8,1,61,620,
1,4,2,63,213,
2,0,2,76,213,
2,1,2,26,620,
1,6,1,999,720,
1,6,1,70,213,
1,5,2,62,313,
1,8,1,69,213,
2,1,2,31,321,
1,6,1,39,313,
1,3,1,76,313,
2,4,2,46,720,
2,7,1,38,5555,
1,5,1,34,520,
2,5,1,33,421,
2,5,2,65,113,
1,6,1,47,620,
2,2,1,61,213,
2,6,1,71,620,
2,6,2,81,113,
2,2,2,34,520,
2,7,2,35,720,
2,4,2,33,720,
2,5,1,73,113,
2,7,1,56,213,
2,7,2,40,313,
2,5,1,56,313,
2,10,2,42,422,
2,7,1,26,422,
1,7,1,39,800,
1,5,1,61,720,
2,3,1,47,422,
1,4,1,57,213,
2,7,1,50,720,
1,6,1,63,720,
2,7,2,31,520,
1,4,1,54,313,
2,8,1,40,213,
2,5,2,29,222,
1,6,1,34,720,
2,7,2,37,422,
1,5,1,69,222,
1,7,1,999,520,
1,8,1,71,229,
2,4,2,37,520,
2,5,1,20,313,
2,7,1,44,720,
2,8,2,61,213,
2,5,1,68,520,
2,6,1,52,313,
1,6,2,66,520,
2,4,1,41,321,
2,7,1,18,313,
1,2,2,58,313,
1,5,1,80,313,
2,8,1,38,313,
1,7,2,55,222,
2,7,2,36,620,
2,7,1,29,321,
2,0,2,47,620,
1,8,1,78,620,
2,4,1,42,520,
2,5,1,17,213,
1,6,1,53,113,
2,4,2,38,720,
1,3,2,71,520,
1,10,1,64,213,
2,3,2,41,213,
1,5,2,23,313,
2,8,1,999,313,
1,6,1,999,213,
1,4,1,71,113,
2,7,1,18,313,
2,3,1,51,520,
1,6,2,48,620,
1,7,1,32,620,
2,10,1,42,5555,
2,77,2,43,520,
2,7,1,35,313,
1,9,2,60,520,
2,9,2,33,222,
1,8,2,71,620,
2,7,1,42,620,
1,10,1,85,0,
2,4,1,58,720,
1,5,1,46,313,
1,8,1,72,113,
1,5,1,79,620,
2,7,1,39,421,
2,5,2,59,313,
2,5,2,43,720,
1,4,2,61,720,
2,4,1,41,313,
2,7,2,27,720,
2,8,2,79,423,
1,6,1,47,520,
1,4,2,37,620,
2,6,2,56,620,
2,6,1,60,720,
2,5,1,39,520,
2,6,2,62,423,
2,5,1,64,113,
1,5,2,61,313,
1,4,2,70,720,
8,5,1,74,113,
1,7,2,42,720,
1,5,2,32,720,
2,7,1,18,213,
1,3,1,42,620,
2,6,1,22,321,
2,6,1,42,620,
2,2,1,78,520,
1,0,2,40,520,
2,6,2,80,113,
2,8,1,27,520,
2,3,1,49,620,
1,7,2,48,520,
7,8,1,999,7777,
2,7,2,58,213,
2,9,2,46,720,
2,0,1,70,113,
2,5,2,18,213,
2,2,1,38,313,
2,7,1,59,213,
2,4,1,32,113,
2,6,1,38,422,
1,5,1,85,8888,
1,3,1,84,620,
1,5,1,57,213,
2,7,1,89,422,
1,0,2,73,620,
1,6,1,50,720,
1,3,1,60,213,
2,3,1,68,113,
1,4,1,29,620,
2,6,2,47,620,
2,8,1,69,313,
2,8,2,80,113,
1,7,2,47,422,
2,3,2,53,222,
2,6,2,19,321,
1,2,2,41,520,
2,10,2,37,321,
1,7,2,78,113,
2,6,1,50,213,
2,5,1,40,421,
2,5,2,21,313,
2,7,2,70,229,
2,4,1,80,113,
2,3,2,51,213,
1,5,1,78,520,
2,4,2,56,720,
1,5,1,67,520,
2,3,2,41,720,
1,6,2,42,800,
8,3,2,33,720,
1,6,1,55,800,
1,3,1,57,313,
2,9,1,56,313,
1,6,2,50,213,
1,7,2,41,800,
2,4,2,56,423,
2,4,2,58,423,
1,4,2,53,422,
2,2,1,75,213,
2,8,2,36,520,
2,4,2,44,321,
2,4,2,44,620,
2,9,1,32,313,
2,4,2,38,800,
